order_id	driver_id	passenger_id	start_region_hash	dest_region_hash	Price	Time
a48b3b68d4cc83d27f4c56d491950803	NULL	bb17e4e4f1143b0d3a18c1df2f4fa9cb	b26a240205c852804ff8758628c0a86a	d1ab2cc538d518758a1a82b1787592d4	6	2016-01-05 08:46:46
87bc1e640b79a62de55e8eecec132fed	a9374a8ce9877c67a3b2d3f2c4af651c	cea5d583d35a9453196c18a3276abcfd	fc34648599753c9e74ab238e9a4a07ad	fc34648599753c9e74ab238e9a4a07ad	4	2016-01-05 20:09:45
81aa27476174a4acceaedfe8b339d530	00acd8d6863d99c48ed20ce67f0608da	ef541b8b3215e6a3a2e22ff5a7f7bd6a	52a4e8aaa12f70020e889aed8fd5ddbc	ed8eb1876d270f25e29fe4339ad41524	12.6	2016-01-05 18:59:35
7d5971e10a8c463574e89f27f24f56fe	56e9bd7c362e4efd1e3fe8f089c3daf3	6d98b871ec5dd1287ff5fc53cdd6c640	38d5ad2d22b61109fd8e7b43cd0e8901	82a0ceee5481d552b2bab973b5ed85cb	16	2016-01-05 10:05:04
b5b1c6b82b5bd42f6d4166e83f92ff51	NULL	6815f8f29dc89e728eac030535f9a6a5	38d5ad2d22b61109fd8e7b43cd0e8901	73ff8ef735e1d68f0cdcbb84d788f2b6	10	2016-01-05 07:56:44
a322f67e597fa93bc96c38509fda935a	3634f9978a2807d9e3bd7c00c5d12507	147e71fdd838846b6e2a438af904d7d1	44c097b7bd219d104050abbafe51bd49	905ac1f4c0f46a8d31ac4dc68cef54ca	69	2016-01-05 16:22:26
191f32e0a0bb6bd9765ebc0c83adfd61	8fc2e1e3d2334fed6f19608df3a81923	147e71fdd838846b6e2a438af904d7d1	44c097b7bd219d104050abbafe51bd49	905ac1f4c0f46a8d31ac4dc68cef54ca	66	2016-01-05 16:22:26
09211b5c1ce0fe5c1c1d4fa0ad0df9bc	f25f478ca06157c95039abe5f14f648a	8e33c32c62ab525c4259b97ec99c96b2	b05379ac3f9b7d99370d443cfd5dcc28	b05379ac3f9b7d99370d443cfd5dcc28	12	2016-01-05 11:39:28
49b946538b8f03be66a0e1a56cd181e9	fecef8b293d14afb05d4ae95bbbd5daa	6522c7d747fa344fab58959b30e8cf21	f2c8c4bb99e6377d21de71275afd6cd2	f2c8c4bb99e6377d21de71275afd6cd2	3	2016-01-05 17:22:42
d86b04ffcb9088978024956d14c56328	NULL	73cf7080a8a3d6f0fb0b857093a0c894	82cc4851f9e4faa4e54309f8bb73fd7c	82cc4851f9e4faa4e54309f8bb73fd7c	7	2016-01-05 22:00:33
e2b66ab392047cafe8e0a3148f7e9b24	87c8df9efbe6a528e184cf998aebb8b4	73cf7080a8a3d6f0fb0b857093a0c894	82cc4851f9e4faa4e54309f8bb73fd7c	82cc4851f9e4faa4e54309f8bb73fd7c	6	2016-01-05 22:00:33
b402d28899b31805ddf32573b0cf7967	3751f6fe6407a005965848037666c361	5e18488395b7b036aeb5f03f6ace4130	2407d482f0ffa22a947068f2551fe62c	929ec6c160e6f52c20a4217c7978f681	11	2016-01-05 09:06:07
5d90c0268db61573fa43413764bb688c	4f4b965da14b5313be6741d9248ffd6b	4a77c2f82586ea9624b9f929603b6d20	d4ec2125aff74eded207d2d915ef682f	929ec6c160e6f52c20a4217c7978f681	13.7	2016-01-05 17:28:11
018443d68e1731b6af24fe95b2a919a0	a046a14bbc6d290b3fcdfa10f95dd3a9	88bd73d57bf6fdf20ef772b89b8b2d4c	62afaf3288e236b389af9cfdc5206415	2920ece99323b4c111d6f9affc7ea034	17	2016-01-05 07:27:33
56687a88c8fdf0b08c798852a0cb3873	6747512bfa1f4b89b67b3dbcb4b0bcb4	174f4ed8a29522b8506b18896d1dfd7e	d4ec2125aff74eded207d2d915ef682f	82a0ceee5481d552b2bab973b5ed85cb	38	2016-01-05 08:12:06
674334bb413856fb9ccbcff7e4e2c7a6	30b21c664c364d8172ca67cf67f1abcd	5cffa2cf97c2d17a84486a5185e957d7	ba32abfc048219e933bee869741da911	f2c8c4bb99e6377d21de71275afd6cd2	5	2016-01-05 08:44:03
0b73c6093176fa1ccd6f6c1389ae3963	dc8ce384b75780a6050ab4fb77833566	12334fe64532743ad77bbb3ae11c46c2	1afd7afbc81ecc1b13886a569d869e8a	1afd7afbc81ecc1b13886a569d869e8a	7	2016-01-05 08:13:29
2f420af01f3c1e04ae918e10e1886932	b12de2a217d8230eae7de553db0ad9e0	dbea1962db13edf15e62982afffcda47	d4ec2125aff74eded207d2d915ef682f	d4ec2125aff74eded207d2d915ef682f	7.9	2016-01-05 09:17:58
e7ce96a32294b6adf6c93480fe05fc5c	8a254b21adc0fe7fe3e2ff708d094d6f	743320fdf1b01bf180ee5b3f66ccb3e2	82cc4851f9e4faa4e54309f8bb73fd7c	4725c39a5e5f4c188d382da3910b3f3f	12	2016-01-05 13:24:06
aa6d4e17fc970b04825315e290b27071	67e996b4fbce621e86e9d22112842a84	f79512ddf7a51dda6954eb081a7ce971	ca064c2682ca48c6a21de012e87c0df5	ca064c2682ca48c6a21de012e87c0df5	14	2016-01-05 07:55:48
9992050d211a1cfd10ed3ce538c43d11	c5060c97b34453fb71ff6c7839a3ca56	fa090bdff73c40aa3d8e4a48667bad83	90c5a34f06ac86aee0fd70e2adce7d8a	90c5a34f06ac86aee0fd70e2adce7d8a	6	2016-01-05 07:13:21
97c30c2c6482bcc78172dbd841e97dbe	c40a2fa574f2869ba7fbd93b2baa48df	4b502b290c6b2775597657bcf7730328	b05379ac3f9b7d99370d443cfd5dcc28	82a0ceee5481d552b2bab973b5ed85cb	19	2016-01-05 16:44:15
388ef65288d40ed959bbb2977d507627	e205bb6eb022b0dfaa92c293e89267b6	677db12277ac14d6f7f46d19132cd59d	1c60154546102e6525f68cb4f31e0657	1c60154546102e6525f68cb4f31e0657	7	2016-01-05 13:25:15
57f2b86e3fe1d317e267889baacd047a	f42520294748dbd74f238cf6104c0730	ebc62b27755744d8b4152f1d78525434	d4ec2125aff74eded207d2d915ef682f	62afaf3288e236b389af9cfdc5206415	7	2016-01-05 10:21:01
bc5fb8b6cc92e1d90b75dc28286e7c93	b8082a7739a52ec357399a00c65d2ac3	09d20e31ecb2b7d1bd57669679404133	62afaf3288e236b389af9cfdc5206415	905ac1f4c0f46a8d31ac4dc68cef54ca	14	2016-01-05 18:41:25
d4e6c655a5ed7be8d9e29e922dc216d8	0c83979d87d99bccba83b7bf21248803	943c96f5a9491cf578a2f8bf61543777	929ec6c160e6f52c20a4217c7978f681	d1ab2cc538d518758a1a82b1787592d4	17.5	2016-01-05 18:33:53
eca2b42e5537e5b9b7c2f3aef3b453bf	ec4dba831bd6e520c05910e9ea5ca559	98e1a08c2b9000d483575dfc808bb20b	d4ec2125aff74eded207d2d915ef682f	929ec6c160e6f52c20a4217c7978f681	13	2016-01-05 10:10:52
45f514fa1b573a8004c1b50ef8959f73	b9437c162cb7893cd7b3b8026a22d82a	83cb542d8bace0f3d162082155120f77	82cc4851f9e4faa4e54309f8bb73fd7c	929ec6c160e6f52c20a4217c7978f681	11	2016-01-05 19:45:18
6a5e0306045350c1336d80f9e3b91646	13eb44fea5ac4eb5cf9a264e423d9d95	794dcdda377d164da8b084055a839747	d4ec2125aff74eded207d2d915ef682f	d4ec2125aff74eded207d2d915ef682f	5	2016-01-05 07:33:30
1676b204326f95f5cac848a4273337a8	593f0bfa660d8bd19b35bd12099614b8	0938f16ebc03fa9d7b6b859be9affda9	d4ec2125aff74eded207d2d915ef682f	4725c39a5e5f4c188d382da3910b3f3f	18.6	2016-01-05 17:25:26
1676b204326f95f5cac848a4273337a8	593f0bfa660d8bd19b35bd12099614b8	0938f16ebc03fa9d7b6b859be9affda9	d4ec2125aff74eded207d2d915ef682f	4725c39a5e5f4c188d382da3910b3f3f	18.6	2016-01-05 17:25:26
814f0e4dd2d866c7b0c232c33058f356	3454d62ea7c09f440a09918d107f61de	2408efac65e94d9595ee375af8a87d4f	d4ec2125aff74eded207d2d915ef682f	d4ec2125aff74eded207d2d915ef682f	7	2016-01-05 15:41:33
562ea0bd029f27ebfa858655b03269db	7ac1e503a8b25746a1e4e8df9a500462	e801a0e656a2bb5de670c2d25b17c6c2	62afaf3288e236b389af9cfdc5206415	d4ec2125aff74eded207d2d915ef682f	10	2016-01-05 19:22:17
6ec87fa5b069b19eb2fcebd19a40db13	6e4893c53e83e6a8d675c68e3ad5f050	cad86b805825b5167f23783f758fa98c	fc34648599753c9e74ab238e9a4a07ad	905ac1f4c0f46a8d31ac4dc68cef54ca	18	2016-01-05 01:35:56
ac3c8695a5071d564dfc61e3eece1c3f	0a6bf80ff63f178b23705a8e79917bb0	cad86b805825b5167f23783f758fa98c	fc34648599753c9e74ab238e9a4a07ad	905ac1f4c0f46a8d31ac4dc68cef54ca	18	2016-01-05 01:47:31
09256bc19b4e649952b25e8d63363c53	1e05f5a88449577247394e4e89ec2e5d	490d4b8e589029b045c47736d93bbb49	4725c39a5e5f4c188d382da3910b3f3f	d4ec2125aff74eded207d2d915ef682f	16	2016-01-05 07:46:31
ffc2e9ad28b111c5d784e7d4bcb8ae62	d03aec7310ae1915bf1a8f5b4b5ef9f0	f0f28b254eb8bd7718aaef6d3699151f	52e56004d92b8c74d53e1e42699cba6f	b05379ac3f9b7d99370d443cfd5dcc28	19.3	2016-01-05 19:02:31
643939b9a0b3e3cccee59a46138429d9	0d121ebd290c1dec87aa8c39947aab47	88816264654014c0dea5c84b4829cd4a	82cc4851f9e4faa4e54309f8bb73fd7c	929ec6c160e6f52c20a4217c7978f681	15	2016-01-05 15:59:48
f737a2a776fef213fc888ff4c36f4f7d	2d46a58b6f4e7ac5c6f9d2bd31fb76a3	3832924a7830fe3e27590408e779b9bd	74c1c25f4b283fa74a5514307b0d0278	a5609739c6b5c2719a3752327c5e33a7	9	2016-01-05 16:54:31
d04015c1df1059e7686162b835881768	56e342a92a8f949e9c7730cf67058c19	6ce4962c8dd74aa00115438dab66a898	90c5a34f06ac86aee0fd70e2adce7d8a	90c5a34f06ac86aee0fd70e2adce7d8a	8	2016-01-05 18:56:28
cf90864240ba0339bc01cba25f7d32e2	1949dd72c7943ec49125d5d8d452f364	7061240e17c5848dffaa7651be0bf995	62afaf3288e236b389af9cfdc5206415	62afaf3288e236b389af9cfdc5206415	6	2016-01-05 00:19:39
d625ca9967f88687dbc9fdf31a16fa15	8599e52d9313e909d778b140d1a672f4	be0aa0454e61c90edcd81e50d3fc86f1	d4ec2125aff74eded207d2d915ef682f	62afaf3288e236b389af9cfdc5206415	13.7	2016-01-05 17:44:39
caf695006925ee01d2efd7ab21e3daff	c1c8d1a6babebc7fabe23a96cffa6ddf	0989c867463364330d44da9694734ddf	364bf755f9b270f0f9141d1a61de43ee	1c60154546102e6525f68cb4f31e0657	9	2016-01-05 15:12:30
1c42a0897614773afe1cce5d433c744b	fb2a66fd3db98aa71a5e95d3e0a9728e	84eff628cb4d9a3aa1ac50dc7cd527aa	a5609739c6b5c2719a3752327c5e33a7	dd8d3b9665536d6e05b29c2648c0e69a	7	2016-01-05 18:15:19
4a9576c2d588493edf74d0a29c075815	b5c743388261a11c5fefd1c3ab2239bd	e6ce28ae2b6b1ac3ae2030199fb23d39	4725c39a5e5f4c188d382da3910b3f3f	b26a240205c852804ff8758628c0a86a	55	2016-01-05 19:50:57
56c2bf39fce1eb6b2df79d435b102a8a	NULL	76e07e17a5f450f43005b9b543052ee3	82cc4851f9e4faa4e54309f8bb73fd7c	929ec6c160e6f52c20a4217c7978f681	10	2016-01-05 21:29:52
53c9cbf3577c29ab131f7cfd95e6c247	NULL	76e07e17a5f450f43005b9b543052ee3	82cc4851f9e4faa4e54309f8bb73fd7c	929ec6c160e6f52c20a4217c7978f681	11	2016-01-05 21:29:52
ada4d65077f5e97c052a4975cb4d3eb4	b3c010e48de7c2297bfc69a1a98f9e0b	d9eb4d784976a3e49fe63a54713b9718	82cc4851f9e4faa4e54309f8bb73fd7c	4725c39a5e5f4c188d382da3910b3f3f	11.8	2016-01-05 08:00:29
aecec7adcb7b991c082af5c6b1aa53a2	169c998694b6f2217eff75e2a24bff76	e57c990c04462773a3ace57d56b8563a	929ec6c160e6f52c20a4217c7978f681	b26a240205c852804ff8758628c0a86a	26	2016-01-05 06:24:18
560a3506fc700a38d4f5c9a455feaf30	f4ea2054029720267161861395d39a82	532e430cb5371e6663628c863fb54691	1afd7afbc81ecc1b13886a569d869e8a	91690261186ae5bee8f83808ea1e4a01	11	2016-01-05 08:44:00
7e7e158b4caa5744837c057b8d3eed12	c213b18adebde4747c8d6ed19cb255ff	e8d87751b4844995f4967ed8eb8f4b7e	d4ec2125aff74eded207d2d915ef682f	4725c39a5e5f4c188d382da3910b3f3f	8	2016-01-05 09:25:48
ab6d984505b1cc0e3e49e32c8b714432	8d48ffc5bb7ef189ed3d45106aa6ee09	f9a5eece6d6c36bb6f97d0f5bebc4181	d4ec2125aff74eded207d2d915ef682f	62afaf3288e236b389af9cfdc5206415	13.4	2016-01-05 21:27:53
89b149a1d68c2898a28c252d3eb97f69	dccc7fad0c9b993e11f78e6cb6fc99f0	ce35152eaf95c4ba57053827cc0710cc	929ec6c160e6f52c20a4217c7978f681	ad45698ea16e22c9a01df8000f1f9ee3	11	2016-01-05 11:10:34
99ca19a26bbe5c4ed0f0770ed149ad42	ac71eb04d81ae61f21361c008375d155	743e96c1d71eed8224230a7da45ac41a	fc34648599753c9e74ab238e9a4a07ad	2b9ef61883e80c38eb9a49e2dd56ba89	11	2016-01-05 18:15:38
12b122d4ca7338e531b3093de4bd8041	464c2e748e69c7b793bb25f8c7128ca7	bf5851481f4a0eec2b60c27ac93272b6	d4ec2125aff74eded207d2d915ef682f	b702e920dcd2765e624dc1ce3a770512	38.2	2016-01-05 16:36:35
2305bd8061e02857e28661f46c224616	037ef0ffa440e6544ff363ff1f77ad74	e125336f1216d0a9a07311bd818773c8	d4ec2125aff74eded207d2d915ef682f	4725c39a5e5f4c188d382da3910b3f3f	9.6	2016-01-05 07:48:53
a450d7b889f62a911263bac6b88fb0bf	NULL	e97bf99e67f41bdab02b187fce39581c	f2c8c4bb99e6377d21de71275afd6cd2	ba32abfc048219e933bee869741da911	10	2016-01-05 16:07:02
28f619724fad341f07020f7ebeee43ab	4abbb8b77dc1e6d543a511b32c612626	e97bf99e67f41bdab02b187fce39581c	f2c8c4bb99e6377d21de71275afd6cd2	ba32abfc048219e933bee869741da911	10	2016-01-05 16:07:02
9a783d0cae8e39737b2f028604045995	8b9ff602afa873df794d8a917eb5d151	494bd65769caafa16a3201e502bc358f	b05379ac3f9b7d99370d443cfd5dcc28	52e56004d92b8c74d53e1e42699cba6f	6	2016-01-05 21:13:05
7bdd5fb55c7df4447a4adf1150100720	db2f05fab30041506fd3ca548dca289c	daa44e2b11cad7e497297bdd1616a759	82cc4851f9e4faa4e54309f8bb73fd7c	905ac1f4c0f46a8d31ac4dc68cef54ca	31	2016-01-05 19:34:24
7a8ff64c69efa0c4315bbbd693c948a4	0d38385363fa0311ae3b1483a95c3977	b7b01eaecb71f1dc92d1aed8119223ae	b05379ac3f9b7d99370d443cfd5dcc28	38d5ad2d22b61109fd8e7b43cd0e8901	9.2	2016-01-05 19:05:39
32786198fdc804b5c4ac06965cbd7b7b	NULL	08cd40d823693e05022899443c54ceea	929ec6c160e6f52c20a4217c7978f681	9868717243779473e6699d8a7bfce66f	35	2016-01-05 18:00:51
44f501e6480e51ac42a02135850a71c7	NULL	6bd9bfa7db5de6ad9059a5ba9d1154d9	d4ec2125aff74eded207d2d915ef682f	2920ece99323b4c111d6f9affc7ea034	10	2016-01-05 00:34:19
94462566b68574e480ea1fbfe7f7a1d5	b84829ee865944d8ac4267fb0e9a4d05	e4c6edf7e642ae2e1429bbb7d06c968e	b26a240205c852804ff8758628c0a86a	b26a240205c852804ff8758628c0a86a	6	2016-01-05 12:58:48
d930e091b217f2fab02663b7c4995cb1	3b57698340083bf860ca0e79af5a8ea9	f0834be3ab5fe1e102c4f7e1ba5dd4c7	2407d482f0ffa22a947068f2551fe62c	91690261186ae5bee8f83808ea1e4a01	10	2016-01-05 08:18:43
8ced4ceb96ba1a339d7091eead1aaeef	09423e493daf759ef4e435ed044272b9	d6d19b9c416c2898b6594bd5fcd3669b	dd8d3b9665536d6e05b29c2648c0e69a	2308e5edf2fbee52203b5c262f557ddf	13	2016-01-05 14:34:31
03c1381c2c78a4d254971f8fdf4c166b	375e19a5c6523e4645b6bdbea39d9f70	fce2bd9d336b1074131e53e2695f8878	82cc4851f9e4faa4e54309f8bb73fd7c	82cc4851f9e4faa4e54309f8bb73fd7c	6	2016-01-05 00:47:43
ba8797dea0aa0169dcbf476073491a65	3a46018199b0ec7a621dd6e2df3d34d2	8915f3ecfce7478b022633dcc9dc8f1e	74c1c25f4b283fa74a5514307b0d0278	a5609739c6b5c2719a3752327c5e33a7	7.3	2016-01-05 18:10:31
69b097a9b53afd58e3823c577f017db1	709aae67419bb9a14dcd5c6e4094466f	43a691b97c7f27bc42944bd051268c04	2920ece99323b4c111d6f9affc7ea034	62afaf3288e236b389af9cfdc5206415	18	2016-01-05 20:09:53
ad69344f0630fc8cce242e3308e6a924	f3cec8363bc5a0114bdb3fba7062200a	8d721511ceec16a72ec476496a8355f7	2407d482f0ffa22a947068f2551fe62c	62afaf3288e236b389af9cfdc5206415	24.8	2016-01-05 10:21:30
a41cbcbe383e3451f934b8e1da1698e8	23c2c905bf2b379b47fddcd164d38d2d	5b8160d00d84a9821a4ce5ebd735f42f	38d5ad2d22b61109fd8e7b43cd0e8901	38d5ad2d22b61109fd8e7b43cd0e8901	2	2016-01-05 20:57:55
f96dd06477c40757d0a55b20efcf9745	c02e1bd544cc1e433bb71082e4c6e56f	ce355c9c582b47550574a777126a1754	364bf755f9b270f0f9141d1a61de43ee	90c5a34f06ac86aee0fd70e2adce7d8a	12.9	2016-01-05 15:07:55
cf29d0c88b47b7abe674c60d23e3058f	NULL	ce355c9c582b47550574a777126a1754	364bf755f9b270f0f9141d1a61de43ee	90c5a34f06ac86aee0fd70e2adce7d8a	12	2016-01-05 15:07:55
9913da680a1cc8161b34f361b65fcc03	afe2bc5f7a32586ad39cff8ed07816f7	a8dbaed5e4c1ef2c58ed93dc63695d56	b05379ac3f9b7d99370d443cfd5dcc28	b05379ac3f9b7d99370d443cfd5dcc28	17.5	2016-01-05 20:44:47
8d8d7662d7f3ba5c814d8bf51ffd5fa0	NULL	d32446fbd60bedbf67ef9422de9b33e9	2920ece99323b4c111d6f9affc7ea034	62afaf3288e236b389af9cfdc5206415	8	2016-01-05 08:13:40
8d72c36290c0999c92fc441f9db22e17	04b8cb5273139094e815092c01a0f5a6	8629f4bf905dd563f4bfdef5b3271b3d	91690261186ae5bee8f83808ea1e4a01	4396399c0f387a843c4de6052b51a69c	14	2016-01-05 17:27:08
b4cb0945cee0820aa5650a83fd04a21e	bcb54d21fd232e85f2aee9bbd1a1e03a	12ed3d30721f0191d0d2910c6e6f7c67	3a43dcdff3c0b66b1acb1644ff055f9d	3a43dcdff3c0b66b1acb1644ff055f9d	3	2016-01-05 18:07:39
251053a344261039c746eef1cc0ef4ef	f5dec8d5997a52c464dcfe77260f56ff	54e41dc544a67e446b786366a79a4d9e	62afaf3288e236b389af9cfdc5206415	62afaf3288e236b389af9cfdc5206415	9.2	2016-01-05 10:26:45
db7263a00f4c354fae109dd30371dd74	b2faa0c508fbc6401c20a9e85c3bc808	0bf07a9ce2f6fa1907a84485152c3829	38d5ad2d22b61109fd8e7b43cd0e8901	4725c39a5e5f4c188d382da3910b3f3f	41.7	2016-01-05 07:55:20
2934d049f333efe777284ea52f6a9c92	NULL	fad405ab3d2823435afac9b9dc0b823c	4725c39a5e5f4c188d382da3910b3f3f	4725c39a5e5f4c188d382da3910b3f3f	15	2016-01-05 08:37:55
de0b86cede9db93e9c3c8aa053bc678f	NULL	fad405ab3d2823435afac9b9dc0b823c	4725c39a5e5f4c188d382da3910b3f3f	4725c39a5e5f4c188d382da3910b3f3f	14	2016-01-05 08:37:55
6fd288304cd56d339ca7aac161e28ffb	f955520330093e20a67701607d76cd05	e235b86c478da5c069a5c24c3aa879ed	c9f855e3e13480aad0af64b418e810c3	0423d2cd9db4272d92b1fe1dbf874352	10.5	2016-01-05 17:52:32
d340225ece1cb3bf5466004e33e1ac44	ac087a4f34ede92156e71212d05b58d7	3c5d71ecc17151ef27db3fe624bb28fd	82cc4851f9e4faa4e54309f8bb73fd7c	52a4e8aaa12f70020e889aed8fd5ddbc	49	2016-01-05 00:49:13
